Herb_	Herb_pinyin_name	Herb_cn_name	Herb_en_name	Herb_latin_name	Properties	Meridians	UsePart	Function	Indication	Toxicity	Clinical_manifestations	Therapeutic_en_class	Therapeutic_cn_class	TCMID_id	TCM_ID_id	SymMap_id	TCMSP_id
HERB000754	CHAO XIAN HUAI	朝鲜槐	Amur Maackia	Maackia amurensis	NA	NA	flower	To cool blood and stanch bleeding, clear heat and resolve toxin.	Bleeding, sore toxin of welling abscess and flat abscess.	NA	NA	NA	NA	NA	7093	NA	NA
HERB000755	CHAO XIAN JI	朝鲜蓟	Stemless Carline 392Thistle	Carlina acaulis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3255	NA	NA
HERB000756	CHAO XIAN LANG YA CI	朝鲜狼牙刺	Korean Sophora	Sophora koreensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7999	NA	NA
HERB000757	CHAO XIAN LENG SHAN	朝鲜冷杉	Korean Fir	Abies koreana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2437	NA	NA
HERB000758	CHAO XIAN LIAN QIAO	朝鲜连翘	Korean Forsythia	Forsythia koreana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7374	NA	NA
HERB000759	CHAO XIAN LUO WAN	朝鲜罗万	NA	Gymnaster koraiensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2477	NA	NA
HERB000760	CHAO XIAN WU JIA	NA	Korean Acanthopanax	Acanthopanax koreanum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8136	NA	NA
HERB000761	CHAO XIAN WU JIAO FENG	朝鲜五角枫	Okamoto Maple	Acer okamotoanum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5734	NA	NA
HERB000762	CHAO XIAN YIN YANG HUO	朝鲜淫羊藿	Korean Epimedium	Epimedium koreanum	NA	NA	aerial parts	See Epimedium brevicornum .	See Epimedium brevicornum.	NA	NA	NA	NA	NA	1609	NA	NA
HERB000763	CHAO XIANG GAN CHAN CHU	炒香干蟾蜍	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5418	NA	90
HERB000764	CHAO ZAO REN	炒枣仁	Prepared Spine Date Seed	Semen Ziziphi Spinosae Preparata	Mild; Sweet	Spleen; Liver; Heart; Gallbladder	Ziziphus jujuba Mill. var. spinosa (Bunge) Hu ex H. F. Chou 	Treatment of insomnia, dream-disturbed sleep, excessive sweating due to debility, thirst due to consumption of body fluid.	The chief components are jujuboside A and B. 1. Intraperitoneal injection its decoction ( 2.5-5.0g/kg ) exerts sedative and hypnotic effects in rats. 2. Intravenous injection of its decoction exerts significant and proloned hypotensive effect in anesthetized dogs. 3. Occasionally causing heart block. 4. Inducing hysterospasm.	NA	The chief components are jujuboside A and B. 1. Intraperitoneal injection its decoction ( 2.5-5.0g/kg ) exerts sedative and hypnotic effects in rats. 2. Intravenous injection of its decoction exerts significant and proloned hypotensive effect in anestheti	Spirit calming	安神	NA	5835	NA	91
HERB000765	CHAO ZHI QIAO	炒枳壳	Prepared fruit of Seville orange	Fructus Aurantii Preparata	Minor cold; Pungent; Bitter	Spleen; Large Intestine; Stomach	Citrus aurantiu L.	Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus.	Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus.	NA	NA	Regulation of qi	理气	NA	5824	NA	92
HERB000766	CHE QIAN	车前	Asiatic Plantain Equivalent plant: Plantago major , Plantago depressa	Plantago asiatica	NA	NA	whole herb	To clear heat and disinhibit urine, cool blood, resolve toxin.	Heat bind in bladder, inhibited urination [=dysuria], strangury-turbidity and vaginal discharge, summerheat-damp diarrhea, bloody urine (hematuria), spontaneous external bleeding, swelling toxin of welling abscess and sore.	NA	NA	NA	NA	NA	4816	NA	NA
HERB000767	CHE QIAN CAO	车前草	all-grass of Rippleseed plantain	Herba Plantaginis	Cold; Sweet	Lung; Liver; Kidney	NA	To remove heat and to induce diureses, to promote expectoration, to reduce heat in blood and to counteract toxicity.	Treatment of edema with oliguria, urinary infection with difficult painful urination, diarrhea caused by summer-damp, cough caused by phlegm-heat, spitting of blood, epistaxis, carbuncles and sores.	NA	NA	Diuretic Dampness Excreting Drugs	利水渗湿药	SMHB00061	6593	61	93
HERB000768	CHE QIAN YE LAN JI	车前叶蓝蓟	Purple Viper’s-bugloss	Echium plantagineum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1765	NA	NA
HERB000769	CHE QIAN YU CHEN QIAN CAO	车前与车前草	Herba Plantaginis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2463	NA	NA
HERB000770	CHE QIAN ZI	车前子	seed of Asiatic pantain	Semen Plantaginis	Cold; Sweet	Lung; Liver; Kidney	NA	To remove heat, to cause diuresis and eliminate damp, to relieve dysuria, to clear the eye, and to promote expectoration.	1. Diuretic. 2. Expectorant and antitussive.	NA	1. Diuretic. 2. Expectorant and antitussive.	Diuretic Dampness Excreting Drugs	利水渗湿药	SMHB00062	3760	62	94
HERB000771	CHE SANG ZI YE	车桑子叶	Clammy Hopseedbush Leaf	Dodonaea viscosa	NA	NA	leaf	To clear heat and percolate damp, disperse swelling and resolve toxin.	Dribbling urination, dribbling urinary block, shoulder swelling, clove boil, swelling pain in perineum, burns and scalds.	NA	NA	NA	NA	NA	1657	NA	NA
HERB000772	CHE SHI NAN	NA	Chemens Phoebe	Phoebe chemensii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1599	NA	NA
HERB000773	CHEN DONG CAI LU ZHI	陈冬菜卤汁	Mature Winter-vegetable Spiced Juice	Brassica chinensis	NA	NA	juice from whole herb	To eliminate vexation and heat, engender liquid and allay thirst, clear lung and transform phlegm, free intestines and stomach.	Phlegm fire cough, swelling pain in throat.	NA	NA	NA	NA	NA	4728	NA	NA
HERB000774	CHEN HAO	陈蒿	Capillaris, Oriental wormwood	Herba Artemisiae Scopariae	Minor cold; Bitter	Spleen; Stomach; Liver; Gallbladder	Artemisia capillaris Thunb.;Artemisia scoparia Waldst. et Kit.	Treatment of jaundice	Treatment of jaundice 	NA	NA	For promoting diuresis and penetrating dampness	利水渗湿	SMHB00459	4645	NA	95
HERB000775	CHEN PI	陈皮	Dried Tangerine Peel	Pericarpium Citri Reticulatae	Warm; Pungent; Bitter	Lung; Spleen	NA	To regulate the flow of qi, to invigorate the spleen function, to eliminate damp, and to resolve phlegm.	Treatment of distension and fullness sensation in the chest and epigastrium with anorexia, vomiting and diarrhea, cough with copious phlegm.	NA	NA	Qi Regulating Drugs	理气药	SMHB00064	1849	64	96
HERB000776	CHEN SHA	辰砂	cinnabar	cinnabaris	Cold; Sweet	Heart	NA	Treatment of palpitaion, insomnia and dream - disturbed sleep, epilepsy, mania, infantile convulsion, blurred vision, ulcers in the mouth, painful swelling of the throat, boils and sores.	Treatment of palpitaion, insomnia and dream - disturbed sleep, epilepsy, mania, infantile convulsion, blurred vision, ulcers in the mouth, painful swelling of the throat, boils and sores.	NA	NA	Spirit calming	安神	NA	4069	NA	97
HERB000777	CHEN XIANG	沉香	Oily wood of Agalloch Eaglewood	Lignum Aquilariae Resitum	Warm; Pungent; Bitter	Spleen; Stomach; Kidney	resinous wood	To promote the flow of qi and relieve pain, to arrest vomiting by warming the stomach, and to relieve asthma.	Cold pain in stomach duct and abdomen, qi counterflow with asthma, stomach cold with retching counterflow, vacuity cold in lumbus and knees, vacuity constipation, qi strangury.	NA	Duodenal feeding of its decoction can promote the secretion of bile in anesthetized rats.	Qi Regulating Drugs	理气药	SMHB00063	6726	63	98
HERB000778	CHEN ZONG TAN	陈棕炭	NA	NA	Mild; Bitter; Punkery	Lung; Liver	NA	NA	NA	NA	NA	NA	NA	NA	6722	NA	99
HERB000779	CHENG GAN CAO	秤杆草	Japanese Eupatorium	Eupatorium japonicum	NA	NA	whole herb	To dispel summerheat and effuse exterior, transform damp and harmonize center, rectify qi and quicken blood, resolve toxin.	Fever and headache, oppression in chest and abdomen distention, indigestion, gastroenteritis, common cold, cough, pharyngolaryngitis, tonsillitis, menstrual disorder, knocks and falls, swollen welling abscess, snake bite.	NA	NA	NA	NA	NA	3905	NA	NA
HERB000780	CHENG GAN SHENG MA	秤杆升麻	Lindley Eupatorium	Eupatorium lindleyanum	NA	NA	whole herb	To clear lung and relieve cough, transform phlegm and calm asthma, lower blood pressure.	Bronchitis, cough and asthma with abundant phlegm, hypertension.	NA	NA	NA	NA	NA	4697	NA	NA
HERB000781	CHENG KOU SHI DA GONG LAO	NA	Chengkou Mahonia	Mahonia shenii	NA	NA	root and stem	To clear heat, dry damp, resolve toxin.	Damp-heat dysentery, diarrhea, jaundice (icterus, ICT), red eyes with gall, burns and scalds.	NA	NA	NA	NA	NA	7764	NA	NA
HERB000782	CHENG KOU TANG SONG CAO	西南唐松草	Farges Meadowrue	Thalictrum fargesii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7471	NA	NA
HERB000783	CHENG LIU	柽柳	Chinese Tamarisk Equivalent plant: Tamarix ramosissima	Tamarix chinensis	Pungent; neutral	Lung;  stomach; heart	tender branch-leaf	To course wind and resolve exterior, disinhibit urine and resolve toxin.	Non-eruption of measles, wind papule itching, common cold, cough and asthma, wind-damp bone pain.	NA	NA	For relieving exterior syndrome	解表	NA	7531	NA	912
HERB000784	CHENG LIU YE YUAN BAI	NA	Tamarisk-leaf Juniper	Juniperus sabina var. tamariscifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3528	NA	NA
HERB000785	CHENG QIE ZI	澄茄子	Mountain Spicy Tree	Litsea cubeba	NA	NA	fruit	To warm center and relieve pain, move qi and quicken blood, calm asthma, disinhibit urine.	Chronic bronchitis, bronchial asthma, asthma, cold pain in stomach duct and abdomen, food accumulation and qi distention, stomach reflux vomiting, summerheat stroke with vomiting and diarrhea, diarrhea, cold mounting with abdominal pain, cold-damp water drum distention, inhibited urination, opacity of urine, toxin swelling of sores, toothache, cold-damp impediment pain, knocks and falls.	NA	NA	NA	NA	NA	3594	NA	NA
HERB000786	CHENG ZI	蛏子	Fragrant Citrus	Citrus junos	NA	NA	fruit	To loosen chest and disinhibit qi, harmonize center and promote digestion, resolve liquor, resolve toxin of fish and crab.	Nausea and vomiting, oppression in chest and abdomen distention, goiter and tuberculosis, drunkenness.	NA	NA	NA	NA	NA	3218	NA	NA
HERB000787	CHENG ZI HE	NA	Fragrant Citrus Seed	Citrus junos	NA	NA	seed	To rectify qi and relieve pain.	Mounting qi, strangury, lumbago.	NA	NA	NA	NA	NA	6134	NA	NA
HERB000788	CHENG ZI PI	NA	Pericarp	Citrus junos	NA	NA	pericarp	To transform phlegm, disinhibit diaphragm, disperse food, check vomiting.	Qi stagnation in chest and diaphragm, cough with profuse phlegm, non-digestion of food accumulation, nausea and vomiting, drunkenness.	NA	NA	NA	NA	NA	1983	NA	NA
HERB000789	CHI A MI	NA	Tooth Ammi	Ammi visnaga	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7085	NA	NA
HERB000790	CHI AN	NA	Longbeak Eucalyptus	Eucalyptus camaldulensis	NA	NA	fruit	To disperse accumulation and gan.	Child gan accumulation.	NA	NA	NA	NA	NA	7226	NA	NA
HERB000791	CHI BAN YAN HU SUO	齿瓣延胡索	Toothedpetal Corydalis	Corydalis remota [Syn. Corydalis bulbosa var. typica ]	NA	NA	tuber	To quicken blood and dissipate stasis, move qi and relieve pain.	Pain in lumbus and knees, pain in heart and abdomen, dysmenorrhea, postpartum stasis stagnation abdominal pain, painful swelling from knocks and falls.	NA	NA	NA	NA	NA	4726	NA	NA
HERB000792	CHI CHI JUE MING	NA	Toothwing Senna	Cassia dentata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1613	NA	NA
HERB000793	CHI DOU	赤豆	Assuki Bean	Vigna angularis	NA	NA	seed	To disinhibit water, disperse edema and abate jaundice, clear heat, resolve toxin and disperse welling abscess.	Edema, leg qi , jaundice, strangury, hematochezia, swelling toxin sores, lichen papules.	NA	NA	NA	NA	NA	1622	NA	NA
HERB000794	CHI FU LING	赤茯苓	Rubra Poria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3656	NA	NA
HERB000795	CHI GENG TENG	赤梗藤	Australian Cowplant	Gymnema sylvestre	NA	NA	root or twig	To dispel wind and relieve pain, resolve toxin and disperse swelling.	Wind-damp impediment pain, swelling pain in throat, scrofula, mammary welling abscess, sore and boil, eczema, innominate toxin swelling, poisonous snake bite.	NA	NA	NA	NA	NA	3994	NA	NA
HERB000796	CHI GUO HUANG QI	翅果黄芪	Wingfruit Milkvetch	Astragalus pterocarpus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5127	NA	NA
HERB000797	CHI GUO TENG	翅果藤	Extensed Wingfruitvine	Myriopteron extensum	NA	NA	whole herb	To boost lung and relieve cough.	Phthisis, cough.	NA	NA	NA	NA	NA	2424	NA	NA
HERB000798	CHI MA	NA	Tricuspidate Falsenettle	Boehmeria platanifolia [Syn. Boehmeria tricuspis]	NA	NA	root or tender stem-leaf	To promote astriction and stanch bleeding, clear heat and resolve toxin.	Hemoptysis, spontaneous external bleeding, hematochezia, hematuria, flooding and spotting, knocks and falls, innominate toxin swelling, sores.	NA	NA	NA	NA	NA	6696	NA	NA
HERB000799	CHI NAN	赤楠	Boxleaf Syzygium	Syzygium buxifolium	NA	NA	root or root cortex	To boost kidney and settle asthma, fortify spleen and disinhibit damp, expel wind and quicken blood, resolve toxin and disperse swelling.	Edema, asthma, strangury-turbidity, urethral stone, dysentery, hepatitis, prolapse of uterus, wind-damp pain, testitis, hemorrhoids, swollen welling abscess, burns and scalds, painful swelling from knocks and falls.	NA	NA	NA	NA	NA	7368	NA	NA
HERB000800	CHI SHAO	赤芍	Red Peony root	Radix Paeoniae Rubra	Minor cold; Bitter	Liver	NA	To remove heat from blood, to eliminate blood stasis, and to relieve pain.	1. Paeoniflorin, one of its active components, has a strong antispastic effect and also analgesic, sedative, anticonvulsive, antibacterial and anti-imflammatory effects. 2. Dilating blood vessels, increasing coronary flow and improving myocardial oxygen supply. 3. Inhibiting platelets aggregation.	NA	1. Paeoniflorin, one of its active components, has a strong antispastic effect and also analgesic, sedative, anticonvulsive, antibacterial and anti-imflammatory effects. 2. Dilating blood vessels, increasing coronary flow and improving myocardial oxygen s	Heat Clearing Blood Cooling Drugs	清热凉血药	SMHB00065	1957	65	100
HERB000801	CHI SHAO WILD	NA	Common Peony (wild) Equivalent plant: Paeonia obovata, Paeonia veitchii	Paeonia lactiflora wild	NA	NA	root	To clear heat and cool blood, quicken blood and dispel stasis.	Warm toxin macular eruption, blood ejection, spontaneous external bleeding, intestinal wind bleeding, red eyes with gall, swollen welling abscess and sores, amenorrhea, dysmenorrhea, flooding and vaginal discharge with strangury-turbidity, pain in rib-side due to stagnation, mounting-conglomeration accumulation-gathering, knocks and falls.	NA	NA	NA	NA	NA	7947	NA	NA
HERB000802	CHI SHAO YAO	赤芍药	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7704	NA	NA
HERB000803	CHI SHI ZHI	赤石脂	Red Halloysite	Halloysitum Rubrum	Warm; Sweet; Sour; Punkery	Large Intestine; Stomach	NA	Treatment of chronic diarrhea, chronic dysentery, hematochezia, abnormal uterine bleeding, excessive leukorrhea, external use for ulcers difficult to heal up, eczema with exudation.	Treatment of chronic diarrhea, chronic dysentery, hematochezia, abnormal uterine bleeding, excessive leukorrhea, external use for ulcers difficult to heal up, eczema with exudation.	NA	NA	Astriction	收涩	NA	6358	NA	101
HERB000804	CHI SONG	赤松	Pinus densiflora Sieb. et Zucc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4234	NA	NA
HERB000805	CHI XIAO	赤硝	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5032	NA	102
HERB000806	CHI XIAO DOU	赤小豆	Rice Bean	Semen Phaseoli	Mild; Sweet; Sour	Small Intestine; Heart	NA	To cause diuresis, to counteract toxicity, and to promote the drainage of pus.	Decoction inhibits the growth of Staphylococcus aureus, Shigella flexneri and Bacillus typhoid in vitro.	NA	Decoction inhibits the growth of Staphylococcus aureus, Shigella flexneri and Bacillus typhoid in vitro.	Diuretic Dampness Excreting Drugs	利水渗湿药	SMHB00066	5082	66	103
HERB000807	CHI YANG	NA	Japanese Alder	Alnus japonica	NA	NA	bark, tender branchlet-leaf	To clear heat and downbear fire, stanch bleeding.	Incessant nosebleed, bleeding due to external injury, water diarrhea.	NA	NA	NA	NA	NA	5497	NA	NA
HERB000808	CHI YANG ZI	赤阳子	Fructus Pyracanthae fortuneanae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6485	NA	NA
HERB000809	CHI YE CAO	齿叶草	Lateripening Bartsia	Odontites serotina	NA	NA	whole herb	To clear heat and dry damp, cool blood and relieve pain.	Febrile infectious diseases, depressed liver-gallbladder heat, pain of blood stasis.	NA	NA	NA	NA	NA	7986	NA	NA
HERB000810	CHI YE MEI DENG MU	驰野美登木	Serrate-leaved Mayten	Maytenus serrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8171	NA	NA
HERB000811	CHI YE SHUI LIAN	齿叶睡莲	White Lotus, Egyptian Lotus	Nymphaea lotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2899	NA	NA
HERB000812	CHI YE TIE ZI	NA	Serrate-leaf Myrsine	Myrsine semiserrata	NA	NA	fruit	To expel worms.	Taeniasis.	NA	NA	NA	NA	NA	5707	NA	NA
HERB000813	CHI YE TUO WU	齿叶橐吾	Toothleaf Goldenray	Ligularia dentata	NA	NA	root and rhizome	See Ligularia fischeri.	See Ligularia fischeri.	NA	NA	NA	NA	NA	3478	NA	NA
HERB000814	CHONG BAI LA	虫白蜡	Cera Chinensis Wax	Ericerus pela	NA	NA	insect wax	To stanch bleeding, engender flesh, settle pain.	Incised wound and bleeding, hematuria, hematochezia, enduring sores.	NA	NA	NA	NA	NA	1298	NA	913
HERB000815	CHONG BAN XUAN CAO	重瓣萱草	Doublepetalous Daylily	Hemerocallis fulva var. kwanso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5164	NA	NA
HERB000816	CHONG BAN ZHI ZI	重瓣栀子	Fructus Gardeniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6748	NA	NA
HERB000817	CHONG CHUN YU	重唇鱼	Skin-carp	Hemibarbus labeo	NA	NA	meat	To supplement qi and disinhibit water, dispel wind-damp, strengthen sinews and bones.	Edema, inhibited urination, aching in lumbus and knees, slowness to work.	NA	NA	NA	NA	NA	6497	NA	NA
HERB000818	CHONG LOU	重楼	Paris Root	Rhizoma Paridis	NA	NA	Paris polyphylla Smith var. yunnanensis (Franch.) Hand. Mazz.；Paris polyphylla Smith var. chinensis (Franch.) Hara 	Treatment of boils, carbuncies, sore throat, venomous snake bite, traumatic pain, convulsions.	1. Virustatic, esp. on Asia influenza A virus, and bacteriostatic. 2. Antitussive and antiasthmatic. 3. An active component, pariphyllin, exerts a sedative effect on mice and in synergistic with pentobarbital sodium. 4. Pariphyllin inhibits uterocervical carcinoma14 in mice.	NA	1. Virustatic, esp. on Asia influenza A virus, and bacteriostatic. 2. Antitussive and antiasthmatic. 3. An active component, pariphyllin, exerts a sedative effect on mice and in synergistic with pentobarbital sodium. 4. Pariphyllin inhibits uterocervical 	Heat clearence	清热	NA	3404	NA	914
HERB000819	CHONG LOU PAI CAO	重楼排草	Parisshape Loosestrife	Lysimachia paridiformis	NA	NA	whole herb	To dispel wind and eliminate damp, quicken blood and relieve pain, relieve cough, resolve toxin.	Wind-damp pain, pain in stomach duct and abdomen, cough, knocks and falls, clove sore and swollen boil, poisonous snake bite.	NA	NA	NA	NA	NA	4267	NA	NA
HERB000820	CHONG MING BA JIAO LIAN	崇明八角莲	Chongming Many-flowered May-apple	Dysosma subrosea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4335	NA	NA
HERB000821	CHONG SHENG RUAN SHAN HU	NA	Okinawan Softcoral Clavularia viridis	Clavularia viridis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3871	NA	NA
HERB000822	CHONG WEI ZI	茺蔚子	Motherwort Fruit	Fructus Leonuri	Minor cold; Sweet	Liver; Heart; Kidney	NA	To activate blood circulation and regulate menstruation, to subdue hyperactivity of the liver, and to clear the eye of opacity.	Treatment of menstrual disorders, amenorrhea, hysmenorrhea, inflammation of the eye with formation of corneal opacity, dizziness and headache.	NA	NA	Blood Activating Stasis Removing Drugs	活血祛瘀药	SMHB00067	1844	67	104
HERB000823	CHONG YA YAO	NA	Ternateleaf Rabdosia	Isodon ternifolius	NA	NA	whole herb or root	To clear heat, disinhibit damp, resolve toxin, stanch bleeding.	Common cold, influenza, cough with profuse phlegm, swelling pain in throat, toothache, jaundice, heat strangury, edema, dysentery, enteritis, bleeding due to external injury.	NA	NA	NA	NA	NA	6773	NA	NA
HERB000824	CHOU A WEI	臭阿魏	Foetid Giantfennel	Ferula foetida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2071	NA	NA
HERB000825	CHOU BAI	臭柏	Savin	Sabina vulgaris	NA	NA	branchlet or cone	To dispel wind and eliminate damp, quicken blood and relieve pain.	Wind-damp impediment pain, itchy skin, headache, cough.	NA	NA	NA	NA	NA	2836	NA	NA
HERB000826	CHOU CAO	臭草	Common Rue	Ruta graveolens	NA	NA	whole herb	To dispel wind, abate fever, disinhibit urine, quicken blood, resolve toxin, disperse swelling.	Common cold with fever, wind-damp bone pain, infant fright wind, inhibited urination, diarrhea, mounting qi, amenorrhea, knocks and falls, heat toxin sores, eczema.	NA	NA	NA	NA	NA	3321	NA	NA
HERB000827	CHOU JIE CAO GEN	臭节草根	Radix albiflorae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2923	NA	NA
HERB000828	CHOU LENG SHAN	臭冷杉	Khingan Fir	Abies nephrolepis	NA	NA	leaf and bark	To dispel damp and relieve pain.	Pain in lumbus and legs.	NA	NA	NA	NA	NA	1799	NA	NA
HERB000829	CHOU MO LI	臭茉莉	Fragrant Glorybower	Clerodendron fragrans	NA	NA	root and leaf	To dispel wind and eliminate damp, quicken blood and disperse swelling.	Wind-damp bone pain, beriberi, edema, hemorrhoids, prolapse of rectum, itchy papules, scab sore, chronic medullitis.	NA	NA	NA	NA	NA	1032	NA	NA
HERB000830	CHOU MU DAN	臭牡丹	Rose Glorybower (Clerodendrum)	Clerodendrum bungei	NA	NA	stem-leaf	To resolve toxin and disperse swelling, dispel wind-damp, lower blood pressure.	Welling abscess and flat abscess, clove sore, effusion of back, mammary welling abscess, hemorrhoids, eczema, erysipelas, wind-damp impediment pain, hypertension.	NA	NA	NA	NA	NA	7228	NA	NA
HERB000831	CHOU MU DAN GEN	臭牡丹根	Radix Clerodendri bungei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7002	NA	NA
HERB000832	CHOU MU XU GEN	臭苜蓿根	Melilotus suaveolens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2655	NA	NA
HERB000833	CHOU SHAN YANG	臭山羊	Japanese Orixa	Orixa japonica	NA	NA	root	To clear heat and resolve exterior, move qi and relieve pain, dispel wind and disinhibit damp.	Wind-heat common cold, cough, throat pain, toothache, stomachache, pain in joints due to rheumatalgia, dysentery, innominate toxin swelling.	NA	NA	NA	NA	NA	3720	NA	NA
